"","BC Hydro Names","Project Type","Region","In 2021?","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Linear Area (ha)","ATG (ha)","ATG/Linear Ratio","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"247","Solar36887","Solar","Central Interior",NA,"53.911793189999997","-122.9501451","79.953230770000005","NA","NA","125.1369","141.2623447","NA","0.6","36.299999999999997",36.9,130,1476,"324.81","0.2200609756097561","NA","NA","324.81","129.92400000000001",17119.788307175,0.550517853508893,13977.819514364,0.449482146491107,31097.607821539,0.101663875237718,0.0830056583473102,0.184669533585028,NA
"248","Solar70981","Solar","Kelly Nicola",NA,"50.028448560000001","-120.9174301","36.686769230000003","NA","NA","65.428473449999998","125.39183389999999","NA","1.1000000000000001","14.8",15.9,69,636,"149.04","0.23433962264150943","NA","NA","149.04","59.616",15271.7984987497,0.48980459858878,15907.5708717108,0.51019540141122,31179.3693704605,0.0906898023138383,0.0944652627368633,0.185155065050702,NA
"249","Solar79893","Solar","Selkirk",NA,"49.086061770000001","-119.1086566","23.527384619999999","NA","NA","42.918905299999999","240.89373699999999","NA","0","40.6",40.6,130,1624,"95.58","5.8854679802955653E-2","NA","NA","95.58","38.231999999999999",29990.8451635242,0.9579919478993,1315.10185334645,0.0420080521006998,31305.9470168707,0.178097152036652,0.00780957967146543,0.185906731708118,NA
"250","Solar36889","Solar","Central Interior",NA,"53.864087849999997","-122.92457210000001","56.226461540000003","NA","NA","88.359315530000003","156.55513719999999","NA","0.3","39.700000000000003",40,130,1600,"228.42","0.14276249999999999","NA","NA","228.42","91.367999999999995",17777.5386906676,0.565883758271306,13637.9922038317,0.434116241728694,31415.5308944993,0.105569849524616,0.0809876333180027,0.186557482842618,NA
"251","PC37","Onshore Wind","Peace River","y","56.54299082","-123.0058961","72","NA","16.8","283.66631999999998","86.422963406889508","NA","10.212486328100001","85.097687500000006",95.3101738281,130,3812.406953124,"8.91","2.3371062191298543E-3","R","NA","NA","NA",20138.3292920804,0.624621456600987,12102.524875286,0.375378543399013,32240.8541673664,0.11958913042097,0.0718694388567173,0.191458569277687,NA
"252","SI29","Onshore Wind","Kelly Nicola","y","49.421347300000001","-120.8643541","117","NA","27.599999999999998","333.34866000000005","90.442200022550978","NA","1.3899495849600001","98.132296874999994",99.52224645996,130,3980.8898583984,"14.63","3.67505771834792E-3","R","NA","NA","NA",19955.473386337,0.617528893663595,12359.5706401016,0.382471106336405,32315.0440264386,0.118503261854465,0.0733958752878059,0.191899137142271,NA
"253","SI20","Onshore Wind","Kelly Nicola","y","51.025660500000001","-122.15500520000001","39","NA","9.6","124.21679999999999","88.564118456528348","NA","1.1000000000000001","30",31.1,69,1244,"5.09","4.0916398713826355E-3","R","NA","NA","NA",15730.8570726514,0.481770244258867,16921.3402353227,0.518229755741133,32652.1973079741,0.0934158683577968,0.100485414403042,0.193901282760839,NA
"254","Solar79903","Solar","Selkirk",NA,"49.236297530000002","-118.0536295","24.524307690000001","NA","NA","42.714905270000003","200.18533529999999","NA","0.3","47.6",47.9,69,1916,"99.63","5.199895615866388E-2","NA","NA","99.63","39.851999999999997",29361.4129384756,0.883833317862888,3859.11897072149,0.116166682137112,33220.5319091971,0.174359341845908,0.0229169299600809,0.197276271805989,NA
"255","Solar77711","Solar","Revelstoke",NA,"49.600835050000001","-117.5966896","33.097846150000002","NA","NA","55.736896889999997","159.9549342","NA","0.7","51.9",52.6,69,2104,"134.46","6.390684410646387E-2","NA","NA","134.46","53.783999999999999",20561.6529508531,0.611257336832915,13076.6393228862,0.388742663167085,33638.2922737393,0.122102988820294,0.0776541044081354,0.199757093228429,NA
"256","Solar71777","Solar","Kelly Nicola",NA,"49.924262390000003","-120.60612639999999","13.159384620000001","NA","NA","23.71219782","195.42382480000001","NA","1.6","26.3",27.9,69,1116,"53.46","4.7903225806451601E-2","NA","NA","53.46","21.384",20173.4557719231,0.594043032216669,13786.1307863872,0.405956967783331,33959.5865583103,0.119797724943297,0.0818673370914719,0.201665062034768,NA
"257","Solar70989","Solar","Kelly Nicola",NA,"50.044244480000003","-120.485651","122.023384615","NA","NA","217.64253245828661","95.003592068529755","NA","2.6","18",20.6,130,824,"1018.17","1.235643203883495","NA","NA","1018.17","407.26800000000003",25587.4165430069,0.744528966078522,8779.83806869388,0.255471033921478,34367.2546117008,0.15194790241615,0.0521380490230112,0.204085951439162,NA
"258","Solar64495","Solar","Kelly Nicola",NA,"50.695238660000001","-121.85497719999999","17.944615379999998","NA","NA","30.266783100000001","139.08714620000001","NA","1.7","21.6",23.3,25,932,"72.900000000000006","7.8218884120171681E-2","NA","NA","72.900000000000006","29.16",18736.0326274447,0.542143429214098,15823.147873193,0.457856570785902,34559.1805006377,0.111261754486068,0.0939639265617594,0.205225681047827,NA
"259","Solar36056","Solar","North Coast",NA,"53.922611259999996","-123.52705659999999","84.738461540000003","NA","NA","144.4680716","141.7454127","NA","0.7","40.200000000000003",40.9,230,1636,"344.25","0.210421760391198","NA","NA","344.25","137.69999999999999",14322.4706671238,0.412758504444722,20376.9250155687,0.587241495555278,34699.3956826925,0.0850523292036329,0.121006003423705,0.206058332627337,NA
"260","PC26","Onshore Wind","Peace River","y","55.543307339999998","-122.3474683","126","NA","30","518.37300000000005","59.692496414795102","NA","4.9526914062499996","52.425691406250003",57.3783828125,130,2295.1353125,"15.9","6.927696120313168E-3","R","NA","NA","NA",19011.7168362197,0.543394841297271,15975.2123566158,0.456605158702729,34986.9291928355,0.112898873152667,0.094866943841728,0.207765816994395,NA
"261","Solar23229","Solar","Peace River",NA,"55.770677980000002","-122.00910759999999","51.241846150000001","NA","NA","81.389026430000001","146.09743760000001","NA","0.3","11.5",11.8,69,472,"208.17","0.44103813559322025","NA","NA","208.17","83.268000000000001",17880.4936131164,0.508808863533705,17261.3737846632,0.491191136466295,35141.8673977796,0.106181235378409,0.102504664157567,0.208685899535976,NA
"262","PC06","Onshore Wind","Peace River","y","56.835681530000002","-123.01556770000001","243","NA","58.8","935.09933999999998","72.047365486389182","NA","6.5627421874999996","134.880015625",141.4427578125,230,5657.7103125,"31.17","5.5092958596932402E-3","R","NA","NA","NA",23403.0730685862,0.663068361791756,11892.0404025889,0.336931638208244,35295.1134711751,0.138976432297752,0.0706195012530621,0.209595933550814,NA
"263","Solar70980","Solar","Kelly Nicola",NA,"50.015678680000001","-120.9993331","29.508923079999999","NA","NA","53.844024699999999","132.96401069999999","NA","0","20.6",20.6,69,824,"119.88","0.14548543689320387","NA","NA","119.88","47.951999999999998",16638.522056222,0.468680160460003,18862.2809645236,0.531319839539997,35500.8030207456,0.0988059314819239,0.112011465578253,0.210817397060177,NA
