"","BC Hydro Names","Project Type","Region","In 2021?","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Linear Area (ha)","ATG (ha)","ATG/Linear Ratio","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"14","ROR_5332","Run of River","Mica","y","51.656905572900001","-118.616383477","49.27","NA","7","151","84.37","NA","0.14142135620100002","4.7698486328124998",4.9112699890135,69,196.45079956054,"5.75","2.926941510476281E-2","NA","NA","NA","NA",41.26702,0.412802792256873,58.70086,0.587197207743127,99.96788,0.00507069628747112,0.00721288411117066,0.0122835803986418,NA
"15","Solar74711","Solar","Lower Mainland",NA,"49.212901430000002","-122.7990886","14.35569231","NA","NA","20.773970980000001","141.42138700000001","NA","0","3.7",3.7,25,148,"58.32","0.39405405405405397","NA","NA","58.32","23.327999999999999",30.82048,0.308287390191832,69.15273,0.691712609808168,99.97321,0.00378707484848865,0.00849716047535036,0.012284235323839,NA
"16","Solar71767","Solar","Vancouver Island",NA,"49.276818929999997","-124.7540298","44.861538459999998","NA","NA","69.180113860000006","142.17640979999999","NA","0.8","5.4",6.2,130,248,"182.25","0.73487903225806439","NA","NA","182.25","72.900000000000006",42.78872,0.426219191195257,57.60263,0.573780808804743,100.39135,0.00525767558814863,0.00707793880172527,0.0123356143898739,NA
"17","Solar36890","Solar","Central Interior",NA,"53.877991010000002","-122.8370235","33.496615380000001","NA","NA","52.848051429999998","138.08396289999999","NA","1.6","3.9",5.5,69,220,"136.08000000000001","0.61854545454545451","NA","NA","136.08000000000001","54.432000000000002",25.683,0.230136738839739,85.91587,0.769863261160261,111.59887,0.00315580559854142,0.010556935854439,0.0137127414529804,NA
"18","MSW 2","Municipal Solid Waste","Vancouver Island","y","49.101284","-123.010378","25.3","27","NA","222","92.14","NA","0","2.5970599999999999",2.59706,69,103.8824,"4","3.850507881989635E-2","NA","NA","NA","NA",59.58335,0.498257909650466,60,0.501742090349534,119.58335,0.00732132030953755,0.00737251629141788,0.0146938366009554,NA
"19","Solar70974","Solar","Vancouver Island",NA,"49.294201639999997","-124.938819","13.757538459999999","NA","NA","21.000400800000001","146.74781540000001","NA","0","3.1",3.1,25,124,"55.89","0.45072580645161281","NA","NA","55.89","22.356000000000002",31.61766,0.264322676099833,88,0.735677323900167,119.61766,0.00388502855744185,0.0108130238940796,0.0146980524515214,NA
"20","Solar51483","Solar","Central Interior",NA,"52.123478200000001","-122.2041897","15.75138462","NA","NA","26.907668229999999","120.19274249999999","NA","1.024264069","4.6970562749999996",5.721320344,25,228.85281376,"63.99","0.2796120307574933","NA","NA","63.99","25.596",50.07938,0.410219809438744,72,0.589780190561256,122.07938,0.00615351741523511,0.00884701954970145,0.0150005369649366,NA
"21","Solar73982","Solar","Vancouver Island",NA,"49.064618209999999","-123.9432068","34.69292308","NA","NA","55.822275390000001","142.73011840000001","NA","0.8","3",3.8,130,152,"140.94","0.92723684210526314","NA","NA","140.94","56.375999999999998",29.89237,0.243240243474839,93,0.756759756525161,122.89237,0.00367303308023485,0.0114274002516977,0.0151004333319326,NA
"22","Solar22545","Solar","Peace River",NA,"55.983206240000001","-121.62885989999999","44.462769229999999","NA","NA","71.254965519999999","156.75472210000001","NA","0","29.7",29.7,130,1188,"180.63","0.15204545454545454","NA","NA","180.63","72.251999999999995",67.69423,0.547536353608249,55.93999,0.452463646391751,123.63422,0.00831794689183315,0.00687364146027922,0.0151915883521124,NA
"23","Solar77693","Solar","Vancouver Island",NA,"48.657022589999997","-123.6476198","22.131692309999998","NA","NA","36.940196329999999","159.64407660000001","NA","0","4.3",4.3,130,172,"89.91","0.5227325581395349","NA","NA","89.91","35.963999999999999",39.4012,0.314201140020989,86,0.685798859979011,125.4012,0.0048414331483569,0.0105672733510323,0.0154087064993892,NA
"24","Solar73255","Solar","Selkirk",NA,"49.87013486","-119.61992739999999","46.855384620000002","NA","NA","78.681712860000005","128.353951","NA","0","2.8",2.8,130,112,"190.35","1.6995535714285717","NA","NA","190.35","76.14",97.53416,0.76413271854337,30.10618,0.23586728145663,127.64034,0.0119845363928293,0.00369930504203932,0.0156838414348686,NA
"25","Solar37709","Solar","Central Interior",NA,"53.871679069999999","-122.5488665","114.64615379999999","NA","NA","178.95521980000001","126.9051374","NA","1.7","5",6.7,230,268,"465.75","1.7378731343283582","NA","NA","465.75","186.3",65.42487,0.500077314361263,65.40464,0.499922685638737,130.82951,0.00803909866564828,0.00803661289890535,0.0160757115645536,NA
"26","PC32","Onshore Wind","Peace River","y","55.808584250000003","-121.38396040000001","150","NA","36","383.81940000000003","84.166982229582743","NA","0.1","20",20.1,130,804,"19.085175370557995","2.3737780311639294E-2","P","30","NA","NA",19.176495,0.145068079283832,113.01313,0.854931920716168,132.189625,0.00235631702999656,0.0138865190344854,0.016242836064482,NA
"27","PC29","Onshore Wind","Peace River",NA,"55.576506389999999","-121.70082429999999","87","NA","21.599999999999998","213.57755999999998","98.6800376344559","NA","0.8","15.891168945312501",16.6911689453125,130,667.6467578125,"154.23779999999999","0.2310170733178572","R","NA","NA","NA",56.80923,0.405096324882956,83.42712,0.594903675117043,140.23635,0.00698044956129842,0.0102511300224346,0.017231579583733,NA
"28","Solar75468","Solar","Vancouver Island",NA,"48.891352070000003","-123.7671026","21.533538459999999","NA","NA","35.36836358","153.0936361","NA","0.6","8.1999999999999993",8.8,69,352,"87.48","0.24852272727272731","NA","NA","87.48","34.991999999999997",34.25178,0.232276747193225,113.2093,0.767723252806775,147.46108,0.00420869676766768,0.0139106234765002,0.0181193202441679,NA
"29","NC13","Onshore Wind","North Coast",NA,"54.277220999999997","-130.33815799999999","27","NA","7.1999999999999993","89.352000000000004","105.77926262590856","NA","6.2","4.5941127929687502",10.7941127929688,69,431.76451171875,"42.32009","9.801660129855036E-2","R","NA","NA","NA",61.74834,0.410676355918524,88.60933,0.589323644081476,150.35767,0.0075873440436335,0.010887895483277,0.0184752395269105,NA
"30","Solar76231","Solar","Vancouver Island",NA,"48.787689759999999","-124.0608423","22.92923077","NA","NA","36.211620850000003","154.0999851","NA","2.8","3.6",6.4,69,256,"93.15","0.36386718749999997","NA","NA","93.15","37.26",25.1913,0.161587309732583,130.7077,0.838412690267417,155.899,0.00309538782753325,0.0160607441277293,0.0191561319552626,NA
"31","Solar73987","Solar","Selkirk",NA,"49.822599660000002","-119.59908609999999","16.748307690000001","NA","NA","27.531019149999999","121.86939649999999","NA","0","3.6",3.6,25,144,"68.040000000000006","0.47249999999999998","NA","NA","68.040000000000006","27.216000000000001",118.9764,0.762784626392198,37,0.237215373607802,155.9764,0.0146192574549042,0.00454638504637436,0.0191656425012785,NA
"32","Solar28399","Solar","Central Interior",NA,"54.938044419999997","-123.0255793","20.935384620000001","NA","NA","32.375843719999999","212.58870949999999","NA","0.3","22.1",22.4,130,896,"85.05","9.4921874999999989E-2","NA","NA","85.05","34.020000000000003",45.71495,0.292013239140357,110.836,0.707986760859643,156.55095,0.00561723689393923,0.0136190035945932,0.0192362404885324,NA
"33","Solar68400","Solar","Revelstoke",NA,"50.56109129","-119.0431987","57.42276923","NA","NA","93.220541979999993","130.41452709999999","NA","0.3","7.6",7.9,130,316,"233.28","0.73822784810126585","NA","NA","233.28","93.311999999999998",45.79321,0.288382670770369,113,0.711617329229632,158.79321,0.00562685311268867,0.0138849056821703,0.019511758794859,NA
"34","Nimpkish_River_B-8hr","Small Storage Hydro","Vancouver Island","y","50.52","-127.02","77.599999999999994","40","38","380","75.443835022643938","NA","0","7.6",7.6,130,304,"7.62","2.5065789473684211E-2","NA","NA","NA","NA",20.30828,0.127236188410214,139.3026,0.872763811589786,159.61088,0.00249538541917793,0.0171168447989478,0.0196122302181257,NA
"35","PC46","Onshore Wind","Peace River","y","55.077247999999997","-121.11845","54","NA","13.2","216.81","76.420343570647532","NA","6.8","8.4",15.2,69,608,"7","1.1513157894736841E-2","R","NA","NA","NA",54.58631,0.341181048752311,105.4059,0.658818951247689,159.99221,0.00670730766272311,0.0129517785826927,0.0196590862454158,NA
"36","WBBio_LM_RR","Biomass","Lower Mainland","y","49.079444444499998","-122.483055556","46.954864498399999","45","NA","374","134.79","NA","0.6","3.67279",4.27279,69,170.9116,"10","5.8509779324516301E-2","NA","NA","NA","NA",93.82966,0.581562571258408,67.51095,0.418437428741592,161.34061,0.01152934494947,0.00829542631206829,0.0198247712615383,NA
"37","WBBio_LM_ST_1","Biomass","Lower Mainland","y","49.079444444499998","-122.483055556","38.505777818399999","37","NA","307","104.73","NA","0","3.67279",3.67279,69,146.9116,"10","6.8068144380702397E-2","NA","NA","NA","NA",93.82966,0.581562571258408,67.51095,0.418437428741592,161.34061,0.01152934494947,0.00829542631206829,0.0198247712615383,NA
"38","WBBio_LM_ST_2","Biomass","Lower Mainland","y","49.079444444499998","-122.483055556","38.505777818399999","37","NA","307","104.73","NA","0.6","3.67279",4.27279,69,170.9116,"10","5.8509779324516301E-2","NA","NA","NA","NA",93.82966,0.581562571258408,67.51095,0.418437428741592,161.34061,0.01152934494947,0.00829542631206829,0.0198247712615383,NA
"39","Solar27670","Solar","Central Interior",NA,"54.985974310000003","-123.05178960000001","74.171076920000004","NA","NA","114.2546452","139.9860371","NA","0","20.7",20.7,130,828,"301.32","0.36391304347826092","NA","NA","301.32","120.52800000000001",35.60092,0.21597569778064,129.2367,0.78402430221936,164.83762,0.00437447271149107,0.0158799946033181,0.0202544673148092,NA
"40","Solar71006","Solar","Revelstoke",NA,"50.251419759999997","-119.0855406","56.226461540000003","NA","NA","93.936269280000005","126.49713850000001","NA","0.3","6.3",6.6,130,264,"228.42","0.86522727272727273","NA","NA","228.42","91.367999999999995",136.2312,0.745907931910589,46.40689,0.254092068089411,182.63809,0.0167394456899901,0.00570225920931729,0.0224417048993074,NA
"41","Solar38468","Solar","Central Interior",NA,"53.776174099999999","-122.4985475","44.861538459999998","NA","NA","71.358535660000001","134.24201780000001","NA","0","16.2",16.2,69,648,"182.25","0.28125","NA","NA","182.25","72.900000000000006",93.33497,0.482710567457524,100.021,0.517289432542476,193.35597,0.0114685597814,0.0122901075330651,0.0237586673144651,NA
"42","ROR_5018","Run of River","Lower Mainland","y","50.371716999999997","-122.7530678","15.82","NA","2","37","86.53","NA","0.20000000000199999","5.2340706887400001",5.434070688742,69,217.36282754968,"6.85","3.1514128138742471E-2","NA","NA","NA","NA",115.499,0.593828245903578,79,0.406171754096422,194.499,0.0141919709857079,0.00970714645036687,0.0238991174360748,NA
"43","Solar36062","Solar","Central Interior",NA,"53.931505530000003","-123.1510165","37.484307690000001","NA","NA","59.000256929999999","138.41088149999999","NA","0.3","10.9",11.2,69,448,"152.28","0.33991071428571423","NA","NA","152.28","60.911999999999999",83.21179,0.426710738136263,111.7957,0.573289261863737,195.00749,0.0102246712902174,0.0137369269926744,0.0239615982828918,NA
"44","MSW 1","Municipal Solid Waste","Vancouver Island","y","49.681317","-126.12749599999999","12.2","13","NA","107","178.98","NA","0","13.988200000000001",13.9882,25,559.528,"4","7.148882629644986E-3","NA","NA","NA","NA",36.61717,0.187187914026156,159,0.812812085973844,195.61717,0.00449934470617697,0.0195371681722574,0.0240365128784343,NA
"45","Solar79908","Solar","East Kootenay",NA,"49.478360520000003","-115.82734960000001","31.103999999999999","NA","NA","56.30024616","123.52039379999999","NA","0.3","6.8",7.1,69,284,"126.36","0.44492957746478873","NA","NA","126.36","50.543999999999997",159.926,0.807495286715964,38.12593,0.192504713284036,198.05193,0.0196509506736883,0.00468473400084096,0.0243356846745292,NA
"46","Canoe Creek - Valemount","Geothermal","Kelly Nicola","y","52.673324999999998","-119.05634499999999","14.3","52","NA","385.16461135371998","88.585188657271829","NA","0","21.552185546874998",21.552185546875,25,862.087421875,"15.6","1.8095612584244327E-2","NA","NA","NA","NA",151.0525,0.761884956418178,47.20906,0.238115043581822,198.26156,0.0185606169518233,0.0058008260658754,0.0243614430176987,NA
"47","Solar79919","Solar","East Kootenay",NA,"49.528722129999998","-115.4161629","12.162461540000001","NA","NA","20.61246491","133.9561937","NA","3.4","5.4",8.8,25,352,"49.41","0.14036931818181814","NA","NA","49.41","19.763999999999999",145.8575,0.693640978002035,64.42059,0.306359021997965,210.27809,0.017922279916258,0.00791569748796253,0.0258379774042206,NA
"48","Solar70973","Solar","Vancouver Island",NA,"49.340927229999998","-124.96400010000001","22.530461540000001","NA","NA","34.200908179999999","158.91281029999999","NA","1.7","2.8",4.5,69,180,"91.53","0.50849999999999995","NA","NA","91.53","36.612000000000002",96.41301,0.456041044966911,115,0.543958955033089,211.41301,0.0118467747821606,0.0141306562252176,0.0259774310073782,NA
"49","Solar66721","Solar","Lower Mainland",NA,"50.162190719999998","-122.9231422","18.542769230000001","NA","NA","29.19247579","126.9069901","NA","0.3","4.7",5,25,200,"75.33","0.37664999999999998","NA","NA","75.33","30.132000000000001",73.96471,0.343435813793307,141.4022,0.656564186206693,215.36691,0.00908843382441664,0.0173748337190388,0.0264632675434555,NA
"50","Sloquet Creek","Geothermal","Lower Mainland","y","49.736758000000002","-122.303431","10","8","NA","57","157.06","NA","0.30000000000372501","8.4426400000000008",8.74264000000373,69,349.705600000149,"2.2999999999999998","6.5769607349696977E-3","NA","NA","NA","NA",75.76495,0.341645287048291,146,0.658354712951709,221.76495,0.00930963880322435,0.0179397896424502,0.0272494284456745,NA
"51","Solar76981","Solar","Vancouver Island",NA,"48.703887680000001","-123.6714364","56.625230770000002","NA","NA","93.493798499999997","128.8212474","NA","0.7","7.9",8.6,130,344,"230.04","0.66872093023255808","NA","NA","230.04","92.016000000000005",115.8933,0.506320193732189,113,0.493679806267811,228.8933,0.0142404207052697,0.0138849056821703,0.02812532638744,NA
"52","SI22","Onshore Wind","Kelly Nicola","y","50.762156240000003","-121.717804","48","NA","12","141.036","88.914457851157948","NA","0.74142138671900004","15.603658203125001",16.345079589844,69,653.80318359376,"6.3617251235193315","9.7303367177731317E-3","P","10","NA","NA",54.474075,0.236808072068951,175.56063,0.763191927931049,230.034705,0.00669351675662365,0.0215720600801098,0.0282655768367334,NA
"53","VI12","Onshore Wind","Vancouver Island","y","50.496697820000001","-126.76762239999999","48","NA","12","164.90700000000001","88.165206651257805","NA","0.7","9.1999999999999993",9.9,130,396,"6.36","1.6060606060606063E-2","R","NA","NA","NA",61.61515,0.257787202548119,177.4004,0.742212797451881,239.01555,0.00757097828621927,0.0217981223184008,0.0293691006046201,NA
"54","Solar68395","Solar","Revelstoke",NA,"50.525427020000002","-119.2924826","22.530461540000001","NA","NA","36.923587259999998","161.30847990000001","NA","0.6","19.399999999999999",20,69,800,"91.53","0.1144125","NA","NA","91.53","36.612000000000002",61.96664,0.254409629678228,181.6037,0.745590370321772,243.57034,0.00761416771540711,0.0223146039471961,0.0299287716626032,NA
"55","Solar36883","Solar","Central Interior",NA,"53.883825719999997","-123.1252483","24.92307692","NA","NA","38.799224440000003","155.846732","NA","1.1000000000000001","10.3",11.4,69,456,"101.25","0.22203947368421051","NA","NA","101.25","40.5",56.46074,0.231554444888919,187.3728,0.768445555111081,243.83354,0.00693762875792515,0.0230234836761431,0.0299611124340682,NA
"56","Solar76238","Solar","Lower Mainland",NA,"49.0586117","-122.2025148","16.548923080000002","NA","NA","24.13961162","141.53712540000001","NA","0","7.3",7.3,25,292,"67.23","0.23023972602739728","NA","NA","67.23","26.891999999999999",139.655,0.563909470836446,108,0.436090529163554,247.655,0.0171601460446327,0.0132705293245522,0.0304306753691849,NA
"57","Solar71768","Solar","Vancouver Island",NA,"49.27374726","-124.48944539999999","36.48738462","NA","NA","56.940122199999998","150.5391908","NA","1.1000000000000001","8.1",9.2,130,368,"148.22999999999999","0.40279891304347826","NA","NA","148.22999999999999","59.292000000000002",132.6265,0.530601720550387,117.3284,0.469398279449613,249.9549,0.0162965171987289,0.0144167590074332,0.0307132762061621,NA
"58","Solar70166","Solar","Kelly Nicola",NA,"50.211645599999997","-120.3862843","18.742153850000001","NA","NA","32.841897879999998","122.6430184","NA","2.8","3.6",6.4,25,256,"76.14","0.29742187499999995","NA","NA","76.14","30.456",157.1649,0.62824520945984,93,0.37175479054016,250.1649,0.0193116797614844,0.0114274002516977,0.0307390800131821,NA
"59","Solar36064","Solar","Central Interior",NA,"54.00722236","-123.00143319999999","75.566769230000006","NA","NA","121.5266858","137.62052389999999","NA","0.4","33",33.4,130,1336,"306.99","0.22978293413173653","NA","NA","306.99","122.79600000000001",84.33127,0.334716739557981,167.6169,0.665283260442019,251.94817,0.0103622276991827,0.0205959720994493,0.030958199798632,NA
"60","Solar76979","Solar","Vancouver Island",NA,"48.736638659999997","-123.77466149999999","92.115692307700002","NA","NA","151.38292161644466","102.62417884982256","NA","0","5.7",5.7,13,228,"200.88","0.8810526315789472","NA","NA","200.88","80.352000000000004",114.7044,0.454800078030708,137.504,0.545199921969292,252.2084,0.0140943342949552,0.0168958413355854,0.0309901756305406,NA
"61","Solar62881","Solar","Kelly Nicola",NA,"50.950550130000003","-121.53246660000001","31.702153849999998","NA","NA","54.989579589999998","131.969009","NA","0","12.6",12.6,69,504,"128.79","0.25553571428571425","NA","NA","128.79","51.515999999999998",106.5705,0.412136646034794,152.01,0.587863353965206,258.5805,0.0130948791239091,0.0186782700243072,0.0317731491482163,NA
"62","Solar37697","Solar","Central Interior",NA,"53.788484179999998","-123.0738542","25.321846149999999","NA","NA","39.182250029999999","161.05166819999999","NA","0.6","16.600000000000001",17.2,69,688,"102.87","0.14952034883720927","NA","NA","102.87","41.148000000000003",105.6606,0.4081438252663,153.2202,0.5918561747337,258.8808,0.0129830749143498,0.0188269736779051,0.0318100485922549,NA
"63","Solar27671","Solar","Central Interior",NA,"55.06198088","-122.89894099999999","30.306461540000001","NA","NA","45.845137450000003","163.57335140000001","NA","0.8","7.4",8.2,130,328,"123.12","0.37536585365853653","NA","NA","123.12","49.247999999999998",75.47206,0.290961742061881,183.9162,0.709038257938119,259.38826,0.00927364986494779,0.0225987530125945,0.0318724028775423,NA
"64","Solar27672","Solar","Central Interior",NA,"55.0759489","-122.8093126","116.4406154","NA","NA","175.9141228","123.5507886","NA","0","0",0,130,0,"473.04",NA,"NA","NA","473.04","189.21600000000001",104.9173,0.402554977678957,155.7112,0.597445022321043,260.6285,0.0128917417250263,0.0191330559792705,0.0320247977042967,NA
"65","Solar36896","Solar","Central Interior",NA,"53.980954449999999","-122.5115613","41.671384619999998","NA","NA","67.307982060000001","133.56805600000001","NA","0.3","14.4",14.7,69,588,"169.29","0.28790816326530605","NA","NA","169.29","67.715999999999994",125.8853,0.480619311546022,136.0378,0.519380688453978,261.9231,0.0154681904183338,0.0167156816124774,0.0321838720308112,NA
"66","Solar26927","Solar","Central Interior",NA,"55.081857020000001","-123.10435889999999","39.876923079999997","NA","NA","60.339512419999998","164.88743400000001","NA","0.4","21.8",22.2,130,888,"162","0.1824324324324324","NA","NA","162","64.8",86.32553,0.32314469572609,180.8165,0.67685530427391,267.14203,0.0106072729381714,0.0222178765334527,0.032825149471624,NA
"67","Solar66720","Solar","Lower Mainland",NA,"50.148417080000002","-123.0047582","13.35876923","NA","NA","20.810925000000001","141.21929420000001","NA","2.2000000000000002","4.5999999999999996",6.8,25,272,"54.27","0.19952205882352941","NA","NA","54.27","21.707999999999998",148.2713,0.554759527117203,119,0.445240472882797,267.2713,0.0182188762466618,0.0146221573113121,0.0328410335579739,NA
"68","Solar23940","Solar","Peace River",NA,"55.75465122","-121.4113148","15.15323077","NA","NA","24.337930050000001","140.58458060000001","NA","0.3","15.9",16.2,25,648,"61.56","9.5000000000000001E-2","NA","NA","61.56","24.623999999999999",156.6515,0.584185705506098,111.5021,0.415814294493902,268.1536,0.0192485955970841,0.0137008508129551,0.0329494464100392,NA
"69","Solar35276","Solar","Central Interior",NA,"54.096715250000003","-122.7634697","160.50461540000001","NA","NA","253.24756149999999","122.3110527","NA","0","11.4",11.4,230,456,"652.04999999999995","1.4299342105263155","NA","NA","652.04999999999995","260.82",133.8286,0.498160030791473,134.8172,0.501839969208527,268.6458,0.0164442255626274,0.0165657000560557,0.0330099256186831,NA
"70","Solar20369","Solar","Peace River",NA,"56.170958650000003","-122.1240687","91.118769229999998","NA","NA","145.15054069999999","128.11420029999999","NA","2.1","18.5",20.6,130,824,"370.17","0.44923543689320389","NA","NA","370.17","148.06800000000001",198.924,0.738300435544703,70.51103,0.261699564455297,269.43503,0.0244428405125668,0.00866406195666091,0.0331069024692277,NA
"71","VI13","Onshore Wind","Vancouver Island","y","50.494692499999999","-127.07283200000001","33","NA","8.4","113.50331999999999","87.113135229108053","NA","1","8.8000000000000007",9.8,130,392,"4.453207586463531","1.1360223434855946E-2","P","7","NA","NA",51.06145,0.183207720367944,227.64651,0.816792279632056,278.70796,0.00627418953314032,0.027972126727657,0.0342463162607974,NA
"72","VI11","Onshore Wind","Vancouver Island","y","48.524384269999999","-124.04424469999999","48","NA","12","127.8522","102.72014729515422","NA","0.68284277343800004","34.066906250000002",34.749749023438,69,1389.98996093752,"6.36","4.5755726147189649E-3","R","NA","NA","NA",62.82865,0.224836222634512,216.6132,0.775163777365488,279.44185,0.0077200874282132,0.0266164057656026,0.0343364931938158,NA
"73","Solar79201","Solar","East Kootenay",NA,"49.574248390000001","-115.8622891","28.113230770000001","NA","NA","49.920582590000002","130.6943167","NA","0.4","9",9.4,69,376,"114.21","0.30374999999999996","NA","NA","114.21","45.683999999999997",185.2595,0.66053907992712,95.20763,0.33946092007288,280.46713,0.0227638113648322,0.0116986633873714,0.0344624747522036,NA
"74","VI14","Onshore Wind","Vancouver Island","y","50.446005470000003","-127.2969015","33","NA","8.4","129.44651999999999","88.609477321999194","NA","0.9","17.8",18.7,130,748,"4.45","5.9491978609625667E-3","R","NA","NA","NA",94.02328,0.331040751307428,190,0.668959248692572,284.02328,0.0115531360595424,0.0233463015894899,0.0348994376490323,NA
