"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.00000 0.0000 0.0000
0.00010 0.0000 0.0000
0.00020 0.0000 0.0000
0.00030 0.0000 0.0000
0.00040 0.0000 0.0000
0.00050 0.0000 0.0000
0.00060 0.0000 0.0000
0.00070 0.0000 0.0000
0.00080 0.0000 0.0000
0.00090 0.0000 0.0000
0.00100 0.0000 0.0000
0.00110 0.0000 0.0000
0.00120 0.0101 0.0101
0.00130 0.0418 0.0418
0.00140 0.0418 0.0418
0.00150 0.0418 0.0418
0.00160 0.0418 0.0418
0.00170 0.0424 0.0424
0.00180 0.0412 0.0412
0.00190 0.0424 0.0424
0.00200 0.0424 0.0424
0.00210 0.0412 0.0412
0.00220 0.0424 0.0424
0.00230 0.0418 0.0418
0.00240 0.0418 0.0418
0.00250 0.0418 0.0418
0.00260 0.0424 0.0424
0.00270 0.0412 0.0412
0.00280 0.0424 0.0424
0.00290 0.0424 0.0424
0.00300 0.0412 0.0412
0.00310 0.0424 0.0424
0.00320 0.0418 0.0418
0.00330 0.0418 0.0418
0.00340 0.0418 0.0418
0.00350 0.0424 0.0424
0.00360 0.0412 0.0412
0.00370 0.0424 0.0424
0.00380 0.0424 0.0424
0.00389 0.0412 0.0412
0.00399 0.0424 0.0424
0.00409 0.0418 0.0418
0.00419 0.0418 0.0418
0.00429 0.0418 0.0418
0.00439 0.0424 0.0424
0.00449 0.0412 0.0412
0.00459 0.0424 0.0424
0.00469 0.0424 0.0424
0.00479 0.0412 0.0412
0.00489 0.0424 0.0424
0.00499 0.0418 0.0418
0.00509 0.0418 0.0418
0.00519 0.0418 0.0418
0.00529 0.0424 0.0424
0.00539 0.0412 0.0412
0.00549 0.0424 0.0424
0.00559 0.0424 0.0424
0.00569 0.0412 0.0412
0.00579 0.0424 0.0424
0.00589 0.0418 0.0418
0.00599 0.0418 0.0418
0.00609 0.0418 0.0418
0.00619 0.0424 0.0424
0.00629 0.0412 0.0412
0.00639 0.0424 0.0424
0.00649 0.0424 0.0424
0.00659 0.0525 0.0525
0.00669 0.0609 0.0609
0.00679 0.0662 0.0662
0.00689 0.0698 0.0698
0.00699 0.0740 0.0740
0.00709 0.0776 0.0776
0.00719 0.0776 0.0776
0.00729 0.0788 0.0788
0.00739 0.0806 0.0806
0.00749 0.0812 0.0812
0.00759 0.0812 0.0812
0.00769 0.0818 0.0818
0.00779 0.0824 0.0824
0.00789 0.0824 0.0824
0.00799 0.0830 0.0830
0.00809 0.0830 0.0830
0.00819 0.0836 0.0836
0.00829 0.0836 0.0836
0.00839 0.0836 0.0836
0.00849 0.0836 0.0836
0.00859 0.0842 0.0842
0.00869 0.0842 0.0842
0.00879 0.0830 0.0830
0.00889 0.0842 0.0842
0.00899 0.0836 0.0836
0.00909 0.0836 0.0836
0.00919 0.0859 0.0859
0.00929 0.0830 0.0830
0.00939 0.0865 0.0865
0.00949 0.0830 0.0830
0.00959 0.0859 0.0859
0.00969 0.0853 0.0853
0.00979 0.0824 0.0824
0.00989 0.0877 0.0877
0.00999 0.0842 0.0842
0.01009 0.0830 0.0830
0.01019 0.0883 0.0883
0.01029 0.0836 0.0836
0.01039 0.0836 0.0836
0.01049 0.0865 0.0865
0.01059 0.0859 0.0859
0.01069 0.0830 0.0830
0.01079 0.0842 0.0842
0.01089 0.0895 0.0895
0.01099 0.0848 0.0848
0.01109 0.0824 0.0824
0.01119 0.0842 0.0842
0.01129 0.0883 0.0883
0.01139 0.0901 0.0901
0.01148 0.0812 0.0812
0.01158 0.0836 0.0836
0.01168 0.0836 0.0836
0.01178 0.0913 0.0913
0.01188 0.0865 0.0865
0.01198 0.0812 0.0812
0.01208 0.0836 0.0836
0.01218 0.0830 0.0830
0.01228 0.0907 0.0907
0.01238 0.0913 0.0913
0.01248 0.0824 0.0824
0.01258 0.0818 0.0818
0.01268 0.0830 0.0830
0.01278 0.0865 0.0865
0.01288 0.0889 0.0889
0.01298 0.0919 0.0919
0.01308 0.0818 0.0818
0.01318 0.0836 0.0836
0.01328 0.0836 0.0836
0.01338 0.0836 0.0836
0.01348 0.0877 0.0877
0.01358 0.0895 0.0895
0.01368 0.0925 0.0925
0.01378 0.0853 0.0853
0.01388 0.0818 0.0818
0.01398 0.0818 0.0818
0.01408 0.0830 0.0830
0.01418 0.0842 0.0842
0.01428 0.0877 0.0877
0.01438 0.0913 0.0913
0.01448 0.0907 0.0907
0.01458 0.0871 0.0871
0.01468 0.0824 0.0824
0.01478 0.0824 0.0824
0.01488 0.0818 0.0818
0.01498 0.0818 0.0818
0.01508 0.0859 0.0859
0.01518 0.0895 0.0895
0.01528 0.0919 0.0919
0.01538 0.0901 0.0901
0.01548 0.0883 0.0883
0.01558 0.0818 0.0818
0.01568 0.0830 0.0830
0.01578 0.0818 0.0818
0.01588 0.0824 0.0824
0.01598 0.0842 0.0842
0.01608 0.0889 0.0889
0.01618 0.0907 0.0907
0.01628 0.0919 0.0919
0.01638 0.0895 0.0895
0.01648 0.0883 0.0883
0.01658 0.0830 0.0830
0.01668 0.0865 0.0865
0.01678 0.0824 0.0824
0.01688 0.0818 0.0818
0.01698 0.0842 0.0842
0.01708 0.0883 0.0883
0.01718 0.0907 0.0907
0.01728 0.0919 0.0919
0.01738 0.0907 0.0907
0.01748 0.0943 0.0943
0.01758 0.0836 0.0836
0.01768 0.0830 0.0830
0.01778 0.0830 0.0830
0.01788 0.0824 0.0824
0.01798 0.0853 0.0853
0.01808 0.0842 0.0842
0.01818 0.0901 0.0901
0.01828 0.0913 0.0913
0.01838 0.0955 0.0955
0.01848 0.0901 0.0901
0.01858 0.0907 0.0907
0.01868 0.0830 0.0830
0.01878 0.0824 0.0824
0.01888 0.0824 0.0824
0.01898 0.0836 0.0836
0.01907 0.0865 0.0865
0.01917 0.0865 0.0865
0.01927 0.0907 0.0907
0.01937 0.0925 0.0925
0.01947 0.0955 0.0955
0.01957 0.0907 0.0907
0.01967 0.0925 0.0925
0.01977 0.0824 0.0824
0.01987 0.0830 0.0830
0.01997 0.0830 0.0830
0.02007 0.0836 0.0836
0.02017 0.0847 0.0847
0.02027 0.0895 0.0895
0.02037 0.0943 0.0943
0.02047 0.0931 0.0931
0.02057 0.0925 0.0925
0.02067 0.0925 0.0925
0.02077 0.0919 0.0919
0.02087 0.0830 0.0830
0.02097 0.0830 0.0830
0.02107 0.0824 0.0824
0.02117 0.0877 0.0877
0.02127 0.0842 0.0842
0.02137 0.0925 0.0925
0.02147 0.0907 0.0907
0.02157 0.0937 0.0937
0.02167 0.0931 0.0931
0.02177 0.0931 0.0931
0.02187 0.0943 0.0943
0.02197 0.0883 0.0883
0.02207 0.0836 0.0836
0.02217 0.0824 0.0824
0.02227 0.0859 0.0859
0.02237 0.0847 0.0847
0.02247 0.0895 0.0895
0.02257 0.0901 0.0901
0.02267 0.0907 0.0907
0.02277 0.0937 0.0937
0.02287 0.0949 0.0949
0.02297 0.0949 0.0949
0.02307 0.0913 0.0913
0.02317 0.0961 0.0961
0.02327 0.0836 0.0836
0.02337 0.0836 0.0836
0.02347 0.0830 0.0830
0.02357 0.0877 0.0877
0.02367 0.0848 0.0848
0.02377 0.0907 0.0907
0.02387 0.0919 0.0919
0.02397 0.0943 0.0943
0.02407 0.0949 0.0949
0.02417 0.0937 0.0937
0.02427 0.0925 0.0925
0.02437 0.0961 0.0961
0.02447 0.0895 0.0895
0.02457 0.0836 0.0836
0.02467 0.0824 0.0824
0.02477 0.0836 0.0836
0.02487 0.0853 0.0853
0.02497 0.0925 0.0925
0.02507 0.0919 0.0919
0.02517 0.0925 0.0925
0.02527 0.0937 0.0937
0.02537 0.0949 0.0949
0.02547 0.0949 0.0949
0.02557 0.0937 0.0937
0.02567 0.0955 0.0955
0.02577 0.0949 0.0949
0.02587 0.0836 0.0836
0.02597 0.0836 0.0836
0.02607 0.0836 0.0836
0.02617 0.0859 0.0859
0.02627 0.0871 0.0871
0.02637 0.0943 0.0943
0.02647 0.0913 0.0913
0.02657 0.0955 0.0955
0.02666 0.0931 0.0931
0.02676 0.0955 0.0955
0.02686 0.0931 0.0931
0.02696 0.0961 0.0961
0.02706 0.0973 0.0973
0.02716 0.0925 0.0925
0.02726 0.0842 0.0842
0.02736 0.0836 0.0836
0.02746 0.0836 0.0836
0.02756 0.0889 0.0889
0.02766 0.0919 0.0919
0.02776 0.0907 0.0907
0.02786 0.0961 0.0961
0.02796 0.0925 0.0925
0.02806 0.0967 0.0967
0.02816 0.0973 0.0973
0.02826 0.0937 0.0937
0.02836 0.0955 0.0955
0.02846 0.0973 0.0973
0.02856 0.0925 0.0925
0.02866 0.0836 0.0836
0.02876 0.0842 0.0842
0.02886 0.0853 0.0853
0.02896 0.0937 0.0937
0.02906 0.0913 0.0913
0.02916 0.0925 0.0925
0.02926 0.0961 0.0961
0.02936 0.0955 0.0955
0.02946 0.0973 0.0973
0.02956 0.0961 0.0961
0.02966 0.0943 0.0943
0.02976 0.0961 0.0961
0.02986 0.0985 0.0985
0.02996 0.0955 0.0955
0.03006 0.0895 0.0895
0.03016 0.0842 0.0842
0.03026 0.0836 0.0836
0.03036 0.0865 0.0865
0.03046 0.0925 0.0925
0.03056 0.0949 0.0949
0.03066 0.0967 0.0967
0.03076 0.0967 0.0967
0.03086 0.0967 0.0967
0.03096 0.0973 0.0973
0.03106 0.0961 0.0961
0.03116 0.0973 0.0973
0.03126 0.0955 0.0955
0.03136 0.0973 0.0973
0.03146 0.0931 0.0931
0.03156 0.0842 0.0842
0.03166 0.0842 0.0842
0.03176 0.0848 0.0848
0.03186 0.0871 0.0871
0.03196 0.0955 0.0955
0.03206 0.0931 0.0931
0.03216 0.0973 0.0973
0.03226 0.0961 0.0961
0.03236 0.0967 0.0967
0.03246 0.0985 0.0985
0.03256 0.0973 0.0973
0.03266 0.0961 0.0961
0.03276 0.0961 0.0961
0.03286 0.0979 0.0979
0.03296 0.0955 0.0955
0.03306 0.0919 0.0919
0.03316 0.0859 0.0859
0.03326 0.0871 0.0871
0.03336 0.0847 0.0847
0.03346 0.0842 0.0842
0.03356 0.0859 0.0859
0.03366 0.0949 0.0949
0.03376 0.0943 0.0943
0.03386 0.0979 0.0979
0.03396 0.0991 0.0991
0.03406 0.0985 0.0985
0.03416 0.0955 0.0955
0.03426 0.0973 0.0973
0.03435 0.0985 0.0985
0.03445 0.0955 0.0955
0.03455 0.0955 0.0955
0.03465 0.0979 0.0979
0.03475 0.0961 0.0961
0.03485 0.0853 0.0853
0.03495 0.0842 0.0842
0.03505 0.0853 0.0853
0.03515 0.0937 0.0937
0.03525 0.0955 0.0955
0.03535 0.0973 0.0973
0.03545 0.0985 0.0985
0.03555 0.0979 0.0979
0.03565 0.0991 0.0991
0.03575 0.0979 0.0979
0.03585 0.0955 0.0955
0.03595 0.0967 0.0967
0.03605 0.0967 0.0967
0.03615 0.0985 0.0985
0.03625 0.0961 0.0961
0.03635 0.0979 0.0979
0.03645 0.0931 0.0931
0.03655 0.0859 0.0859
0.03665 0.0853 0.0853
0.03675 0.0913 0.0913
0.03685 0.0949 0.0949
0.03695 0.0955 0.0955
0.03705 0.0985 0.0985
0.03715 0.0967 0.0967
0.03725 0.0967 0.0967
0.03735 0.0991 0.0991
0.03745 0.0985 0.0985
0.03755 0.0937 0.0937
0.03765 0.0979 0.0979
0.03775 0.0979 0.0979
0.03785 0.0991 0.0991
0.03795 0.0943 0.0943
0.03805 0.0997 0.0997
0.03815 0.0985 0.0985
0.03825 0.0991 0.0991
0.03835 0.0985 0.0985
0.03845 0.0979 0.0979
0.03855 0.0937 0.0937
0.03865 0.0853 0.0853
0.03875 0.0859 0.0859
0.03885 0.0859 0.0859
0.03895 0.0973 0.0973
0.03905 0.0985 0.0985
0.03915 0.0961 0.0961
0.03925 0.0991 0.0991
0.03935 0.0985 0.0985
0.03945 0.0973 0.0973
0.03955 0.0955 0.0955
0.03965 0.0979 0.0979
0.03975 0.0985 0.0985
0.03985 0.0973 0.0973
0.03995 0.0985 0.0985
0.04005 0.0985 0.0985
