"File","sum"
"Anudol_Creek_A-8hr.tif",31945.9524146318
"Ball_Creek-8hr.tif",14562.5634706393
"Batt_VI.tif",529.596059650183
"BC08.tif",58991.7908855435
"BC09.tif",57348.9365203371
"BC10.tif",76055.4839530718
"BC11.tif",63155.2679416696
"BC13.tif",62293.2165180612
"BC15.tif",59547.0298854657
"BC17.tif",71929.9299635482
"BC18.tif",9303.61528894305
"BC19.tif",30131.6105361879
"BC20.tif",27856.2092149556
"BC21.tif",37671.3920629323
"BC22.tif",18722.5802898407
"BC23.tif",34289.8514208794
"BC24.tif",66254.7256709635
"BC25.tif",43085.99873963
"BC26.tif",24575.0393538475
"Blinch - Stave.tif",26824.1505880058
"Bookhout 2.tif",11737.6791931018
"Canoe Creek - Valemount.tif",412.715561706573
"Chemainus_River-8hr.tif",914.142747402191
"Clarke Lake.tif",49247.8779611536
"Diana - storage for 16 hrs of generation.tif",89919.9412072923
"Elaho_River-8hr.tif",37699.9515118599
"Freda_Creek-8hr.tif",10545.838687974
"Hirsch - storage for 16 hrs of generation.tif",23760.7265837863
"Jedney Area.tif",28087.6153247398
"Kenyon - Stave.tif",25308.3193168938
"Kinskuch_River-8hr.tif",22576.2473307103
"Knight - Fourth.tif",22559.2546495497
"Lakelse Lake.tif",10415.4308594465
"Lower Falls - storage for 16 hrs of generation.tif",30596.274980183
"Meager Creek.tif",40703.857572943
"More_Creek-8hr.tif",9983.15572125465
"MSW_1.tif",5596.25459039165
"MSW_2.tif",1446.81754410267
"MSW_3.tif",1450.03108171793
"Mt. Cayley.tif",54796.5288154781
"Nahatlatch_River-8hr.tif",26911.9194671214
"Nass_River-8hr.tif",29191.1451654211
"NC01.tif",111507.132534931
"NC02.tif",29718.051642505
"NC05.tif",47534.216908966
"NC06.tif",59894.2602610737
"NC07.tif",20265.1647564769
"NC08.tif",13693.6683767736
"NC09.tif",25021.6812224686
"NC10.tif",8856.45864967536
"NC11.tif",12389.7405927498
"NC12.tif",30459.1408022344
"NC13.tif",937.436968307593
"Nimpkish_River_B-8hr.tif",5722.61105424166
"PC01.tif",28647.6698697144
"PC02.tif",26595.0917168492
"PC04.tif",16300.250930957
"PC05.tif",10339.9597406704
"PC06.tif",11892.0404025889
"PC07.tif",16882.0189853366
"PC08.tif",6005.15450869268
"PC09.tif",6253.66888185311
"PC10.tif",7817.79129220452
"PC11.tif",25684.3495913418
"PC12.tif",11667.9473335342
"PC13.tif",22279.1847888092
"PC14.tif",12548.7215083931
"PC15.tif",10622.0088890521
"PC16.tif",17986.0795304738
"PC17.tif",19352.8758365903
"PC18.tif",1076.79845543765
"PC19.tif",19114.0612674919
"PC20.tif",3016.49876367766
"PC21.tif",22379.283035621
"PC22.tif",28412.6822227961
"PC23.tif",12402.1600194611
"PC24.tif",13308.4228793122
"PC25.tif",10469.2456922713
"PC26.tif",15975.2123566158
"PC27.tif",1229.13508388586
"PC28.tif",9279.17203563359
"PC29.tif",638.681714363396
"PC32.tif",182.325471341144
"PC34.tif",2988.6621086644
"PC36.tif",801.60453181807
"PC37.tif",12102.524875286
"PC38.tif",3914.90126195271
"PC39.tif",17401.1538212714
"PC40.tif",4455.4254001826
"PC41.tif",8724.57744305115
"PC42.tif",4841.3120346535
"PC43.tif",4291.11514149234
"PC46.tif",1418.59080718365
"PC47.tif",41290.8838332593
"PC48.tif",1095.82717336575
"Pebble Creek.tif",77186.5587132871
"Quimper - Bulson.tif",22558.4403218031
"ROR5018.tif",2776.64712080359
"ROR5101.tif",54380.8000100851
"ROR5332.tif",1211.37267860398
"SI01.tif",28637.4634355903
"SI02.tif",33200.4306920469
"SI03.tif",16942.7745586336
"SI04.tif",12695.6656199694
"SI05.tif",4089.2919588089
"SI06.tif",7037.63361439109
"SI08.tif",5702.72997242212
"SI09.tif",6011.90480843186
"SI10.tif",14937.187190026
"SI11.tif",9813.15766042471
"SI12.tif",1726.0691007222
"SI13.tif",31014.4496257142
"SI14.tif",4558.27223553741
"SI15.tif",15473.9708944717
"SI18.tif",34767.1719295979
"SI19.tif",15341.1003010869
"SI20.tif",16921.3402353227
"SI22.tif",2748.34744295478
"SI23.tif",17137.3544557691
"SI27.tif",21399.5828434825
"SI28.tif",33549.6709125796
"SI29.tif",12359.5706401016
"SI30.tif",12783.2802442363
"SI31.tif",6451.99318253901
"SI33.tif",15235.1836217907
"SI37.tif",2348.86462751031
"SI38.tif",2201.70349381492
"Silverhope_Creek-8hr.tif",7883.43045780063
"Siwash_Creek-8hr.tif",9930.45151105523
"Sleeman - storage for 16 hrs of generation.tif",28694.6784036754
"Sloquet Creek.tif",5445.05827462673
"Solar20367.tif",9436.09719920345
"Solar20369.tif",2309.65022552386
"Solar21118.tif",15750.3407231299
"Solar21844.tif",248.960993126966
"Solar22545.tif",12117.7635539882
"Solar23228.tif",11130.1217866857
"Solar23229.tif",17261.3737846632
"Solar23231.tif",5780.33808791079
"Solar23940.tif",327.622614566702
"Solar26927.tif",3691.84434989048
"Solar27670.tif",2372.79093093285
"Solar27671.tif",2014.89488006989
"Solar27672.tif",835.100983547978
"Solar28399.tif",3514.52752865059
"Solar29217.tif",5036.24097350379
"Solar31787.tif",4476.17697024345
"Solar32661.tif",3049.6647003293
"Solar32662.tif",1881.26104912162
"Solar32664.tif",4142.19328945875
"Solar32665.tif",7679.49704658985
"Solar35270.tif",7010.39191418886
"Solar35271.tif",10607.7789915502
"Solar35272.tif",9704.63597986102
"Solar35273.tif",6335.59939852357
"Solar35274.tif",4644.0135191381
"Solar35275.tif",3354.29958543181
"Solar35276.tif",3347.91270405054
"Solar35277.tif",2832.63002872467
"Solar35279.tif",2797.57615983486
"Solar36056.tif",20376.9250155687
"Solar36059.tif",25186.2856954038
"Solar36060.tif",8423.08179706335
"Solar36061.tif",11100.6379352808
"Solar36062.tif",5711.54607510567
"Solar36063.tif",15627.535358578
"Solar36064.tif",1429.2113904953
"Solar36065.tif",7403.64274346828
"Solar36066.tif",9562.7968326807
"Solar36067.tif",2559.28405162692
"Solar36068.tif",5445.04285654426
"Solar36069.tif",3925.23190048337
"Solar36070.tif",7025.28091338277
"Solar36071.tif",5468.55999097228
"Solar36072.tif",3076.1455078423
"Solar36073.tif",3294.69688612223
"Solar36074.tif",6387.10530614853
"Solar36077.tif",5600.45051876828
"Solar36883.tif",6440.41762569547
"Solar36884.tif",9589.69321811199
"Solar36885.tif",20731.673397541
"Solar36886.tif",12735.0183039904
"Solar36887.tif",13977.819514364
"Solar36888.tif",10676.5779654086
"Solar36889.tif",13637.9922038317
"Solar36890.tif",1795.79473248124
"Solar36891.tif",7809.36746793985
"Solar36892.tif",4604.03926676512
"Solar36893.tif",4804.78604868054
"Solar36894.tif",2839.92770543694
"Solar36895.tif",7292.07927250862
"Solar36896.tif",4949.2976962328
"Solar36897.tif",2494.40597695112
"Solar36898.tif",5905.40714600682
"Solar36899.tif",5827.67880750727
"Solar37697.tif",5024.6754168272
"Solar37698.tif",9848.53823754191
"Solar37700.tif",8840.33818760514
"Solar37701.tif",7124.73086434603
"Solar37702.tif",4865.54274326563
"Solar37703.tif",7627.16677570343
"Solar37705.tif",3410.95878827572
"Solar37706.tif",1321.41933339834
"Solar37707.tif",8119.38161793351
"Solar37708.tif",5407.27076497674
"Solar37709.tif",1702.81695151329
"Solar37710.tif",3491.41685342789
"Solar38464.tif",3411.39968749881
"Solar38465.tif",4578.50933483243
"Solar38468.tif",2832.64765679836
"Solar51483.tif",1857.19360467792
"Solar58731.tif",16146.7944439352
"Solar59570.tif",16926.4944113493
"Solar59571.tif",19556.0901276767
"Solar60401.tif",5253.55349716544
"Solar62046.tif",13023.9253474772
"Solar62047.tif",11069.4145991802
"Solar62049.tif",6899.9162312448
"Solar62055.tif",8193.59642577171
"Solar62881.tif",5278.50998905301
"Solar64495.tif",15823.147873193
"Solar64496.tif",11301.7710837722
"Solar65228.tif",11137.2162171602
"Solar65972.tif",4300.6240427196
"Solar65976.tif",10682.7813081145
"Solar65978.tif",13138.055488646
"Solar66720.tif",3102.35245338082
"Solar66721.tif",3457.4678016901
"Solar66722.tif",7012.35971617699
"Solar66723.tif",8292.95315864682
"Solar66726.tif",11712.0003543198
"Solar67480.tif",4092.01775115728
"Solar67498.tif",6211.82444402575
"Solar68366.tif",5135.92142233253
"Solar68372.tif",5928.28347191215
"Solar68377.tif",7395.29874831438
"Solar68378.tif",9652.8809556067
"Solar68379.tif",7112.20606037974
"Solar68395.tif",6614.08077685349
"Solar68400.tif",5533.23240360618
"Solar69283.tif",4124.87927022576
"Solar69284.tif",3440.99079328775
"Solar69285.tif",12009.9911192656
"Solar70163.tif",2896.71495723724
"Solar70164.tif",7514.55295073986
"Solar70166.tif",2138.06462228298
"Solar70167.tif",5338.46631991863
"Solar70181.tif",1797.9551228974
"Solar70190.tif",16094.0904072821
"Solar70973.tif",2562.9435274899
"Solar70974.tif",1358.11993649602
"Solar70980.tif",18862.2809645236
"Solar70981.tif",15907.5708717108
"Solar70982.tif",26451.7249403596
"Solar70983.tif",25254.9698004723
"Solar70984.tif",10778.4595471025
"Solar70986.tif",12145.2206895947
"Solar70988.tif",5561.20899778605
"Solar70989.tif",8779.83806869388
"Solar70993.tif",8982.49769881368
"Solar71004.tif",12.8920934242196
"Solar71006.tif",1165.2452471084
"Solar71767.tif",1138.8036897704
"Solar71768.tif",3715.43764561415
"Solar71769.tif",2650.76479545236
"Solar71774.tif",23398.7151289931
"Solar71777.tif",13786.1307863872
"Solar71781.tif",5926.60111635923
"Solar71782.tif",6428.21808648109
"Solar71783.tif",10176.2770015299
"Solar72530.tif",3734.66451826692
"Solar72533.tif",12373.5985818589
"Solar72534.tif",13149.6285321624
"Solar72536.tif",10939.7940704776
"Solar72538.tif",9246.60733062029
"Solar72541.tif",4994.86303850962
"Solar72543.tif",2147.6279772711
"Solar73255.tif",224.129963118583
"Solar73256.tif",4562.45441938331
