"File","sum"
"Anudol_Creek_A-8hr.tif",12497.1295143813
"Ball_Creek-8hr.tif",9238.82217327878
"Batt_VI.tif",1494.01179218292
"BC08.tif",32741.557928402
"BC09.tif",46729.8877895065
"BC10.tif",64065.2177697159
"BC11.tif",47723.4675770961
"BC13.tif",27742.7571257055
"BC15.tif",47914.0334644644
"BC17.tif",53033.0245573875
"BC18.tif",10169.3398221117
"BC19.tif",34006.0233430825
"BC20.tif",34891.7893618345
"BC21.tif",20192.7240411378
"BC22.tif",10257.2565238923
"BC23.tif",21710.6640751678
"BC24.tif",80735.5879403651
"BC25.tif",51019.4646387994
"BC26.tif",33973.7922523189
"Blinch - Stave.tif",15180.9986935258
"Bookhout 2.tif",10473.7647619331
"Canoe Creek - Valemount.tif",6571.44608010352
"Chemainus_River-8hr.tif",106.8677475648
"Clarke Lake.tif",52952.74572651
"Diana - storage for 16 hrs of generation.tif",39384.8061952106
"Elaho_River-8hr.tif",16729.9994297326
"Freda_Creek-8hr.tif",5524.36632084753
"Hirsch - storage for 16 hrs of generation.tif",21419.7282475829
"Jedney Area.tif",47343.6678768583
"Kenyon - Stave.tif",12414.5296746762
"Kinskuch_River-8hr.tif",26539.1665732116
"Knight - Fourth.tif",18293.5771810301
"Lakelse Lake.tif",5489.28176146746
"Lower Falls - storage for 16 hrs of generation.tif",37125.8103357814
"Meager Creek.tif",43336.465952456
"More_Creek-8hr.tif",6794.23265743256
"MSW_1.tif",2820.37296262244
"MSW_2.tif",3411.11524677277
"MSW_3.tif",20460.4421520233
"Mt. Cayley.tif",27451.7185759544
"Nahatlatch_River-8hr.tif",34964.4686994925
"Nass_River-8hr.tif",22731.8712836653
"NC01.tif",56888.8514578512
"NC02.tif",12778.4923313113
"NC05.tif",54040.0764187378
"NC06.tif",73942.3409898639
"NC07.tif",8968.97533765621
"NC08.tif",6540.51822166145
"NC09.tif",15822.6407009419
"NC10.tif",11702.3024749532
"NC11.tif",12282.2603503913
"NC12.tif",21299.9842188023
"NC13.tif",1538.07843957003
"Nimpkish_River_B-8hr.tif",436.485922067426
"PC01.tif",40945.9637394371
"PC02.tif",42718.7541801585
"PC04.tif",37884.7963151718
"PC05.tif",26934.3321427302
"PC06.tif",23403.0730685862
"PC07.tif",33775.5104860896
"PC08.tif",16141.3802756639
"PC09.tif",12246.8116150191
"PC10.tif",9476.15438560117
"PC11.tif",37007.0012568384
"PC12.tif",17704.6946513653
"PC13.tif",24584.2513223737
"PC14.tif",8321.60737869143
"PC15.tif",6309.11520504951
"PC16.tif",11907.1453529298
"PC17.tif",19844.758786682
"PC18.tif",2685.97787870467
"PC19.tif",16733.9556763321
"PC20.tif",10996.6762897745
"PC21.tif",18641.5561820716
"PC22.tif",58843.3126460202
"PC23.tif",24278.2262380393
"PC24.tif",22205.2586793844
"PC25.tif",12065.9557244526
"PC26.tif",19011.7168362197
"PC27.tif",4975.27608069777
"PC28.tif",12776.4873687085
"PC29.tif",2528.6159211807
"PC32.tif",524.537639795803
"PC34.tif",10555.9491784908
"PC36.tif",20401.2676660856
"PC37.tif",20138.3292920804
"PC38.tif",5562.90130174067
"PC39.tif",20912.9078431949
"PC40.tif",8224.27404101193
"PC41.tif",9222.60319313407
"PC42.tif",8729.22514056414
"PC43.tif",9274.19226468354
"PC46.tif",1479.42449508607
