"number" "dsum" "count" "missing" "quant_error" "fname"
35 140.0 140 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_deltoid_balsamroot.tif"
36 274.0 274 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_denseflower_willowherb.tif"
37 20.0 20 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_denseflowered_lupine.tif"
38 2178.0 2178 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_desert_nightsnake.tif"
39 263.0 263 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_dromedary_jumping_slug.tif"
40 14.0 14 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_droopingleaved_beardmoss.tif"
41 11199.0 11199 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_dun_skipper.tif"
42 7.0 7 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_dwarf_bulrush.tif"
43 542.0 542 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_dwarf_sandwort.tif"
44 33.0 33 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_dwarf_woollyheads.tif"
45 121.0 121 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_edwards_beach_moth.tif"
46 901.0 901 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_foothill_sedge.tif"
47 584.0 584 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_fragrant_popcornflower.tif"
48 69361.0 69361 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_greatbasin_spadefoot.tif"
49 22.0 22 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_golden_paintbrush.tif"
50 7.0 7 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_grand_redstem.tif"
51 80.0 80 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_grandcoulee_owlclover.tif"
52 50.0 50 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_grays_biscuitroot.tif"
53 43785.0 43785 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_greatbasin_gopher_snake.tif"
54 57152.0 57152 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_gypsy_cuckoo_bumblebee.tif"
55 698.0 698 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_hairy_indian_paintbrush.tif"
56 3144.0 3144 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_halfmoon_hairstreak.tif"
57 112.0 112 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_hallers_applemoss.tif"
58 548.0 548 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_hesperochiron.tif"
59 89.0 89 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_howells_triteleia.tif"
60 19.0 19 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_kelloggs_rush.tif"
61 21.0 21 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_lemmons_hollyfern.tif"
62 188545. 188545 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_lewis_woodpecker.tif"
63 3989.0 3989 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_lil_brown_bat.tif"
64 20.0 20 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_lindleys_silverpuff.tif"
65 24.0 24 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_lowland_rotala.tif"
66 498.0 498 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_macouns_meadow_foam.tif"
67 8.0 8 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_maidenhair_fern.tif"
68 2.14529e+06 2145286 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_marbled_murrelet.tif"
69 3813.0 3813 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_marsh_shrew.tif"
70 1243.0 1243 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_mormon_metalmark.tif"
71 40.0 40 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_mountain_hollyfern.tif"
72 4.0 4 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_muhlenbergs_centaury.tif"
73 168.0 168 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_mx_mosquito_fern.tif"
74 36003.0 36003 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_n_leopard_frog.tif"
75 414127. 414127 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_n_spotted_owl.tif"
76 136438. 136438 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_northern_goshawk.tif"
77 3989.0 3989 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_northern_myotis.tif"
78 960.0 960 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_northern_sawwhet.tif"
79 204.0 204 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_nugget_moss.tif"
80 643.0 643 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_okanagan_efferia.tif"
81 1247.0 1247 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_olive_clubtail.tif"
82 4981.0 4981 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_oregon_branded_skipper.tif"
83 1386.0 1386 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_oregon_forestsnail.tif"
84 3720.0 3720 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_oregon_spotted_frog.tif"
85 27.0 27 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_oregon_vesper_sparrow.tif"
86 67.0 67 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_pacific_popcornflower.tif"
87 63980.0 63980 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_painted_turtle.tif"
88 35947.0 35947 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_pallid_bat.tif"
89 926.0 926 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_phantom_orchid.tif"
90 802.0 802 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_pink_sand_verbena.tif"
91 16.0 16 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_plains_evening_primrose.tif"
92 4.0 4 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_poor_pocket_moss.tif"
93 14.0 14 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_porsilds_bryum.tif"
94 124.0 124 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_prairies_lupine.tif"
95 124.0 124 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_purple_sanicle.tif"
96 2.64375e+07 26437498 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_reindeer.tif"
97 34.0 34 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_rigid_applemoss.tif"
98 4464.0 4464 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_rockymtn_tailed_frog.tif"
99 88.0 88 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_roells_brotherella_moss.tif"
100 2.0 2 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_rosy_owlclover.tif"
101 24.0 24 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_rusty_cordmoss.tif"
102 1103.0 1103 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_sage_thrasher.tif"
103 76833.0 76833 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_sand_martin.tif"
104 701.0 701 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_sand_verbena_moth.tif"
105 95.0 95 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_seaside_birdsfoot_trefoil.tif"
106 86.0 86 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_seaside_bone_lichen.tif"
107 14.0 14 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_seaside_centipede_lichen.tif"
108 560.0 560 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_sharptailed_snake.tif"
109 27.0 27 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_shortrayed_alkali_aster.tif"
110 1797.0 1797 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_showy_flox.tif"
111 49.0 49 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_slender_collomia.tif"
112 18.0 18 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_smallflowered_tonella.tif"
113 4111.0 4111 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_smokers_lung_lichen.tif"
114 28.0 28 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_smooth_goldfields.tif"
115 28.0 28 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_smooth_goosefoot.tif"
116 46.0 46 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_spaldings_catchfly.tif"
117 36.0 36 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_streambank_lupine.tif"
118 1304.0 1304 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_tall_bugbane.tif"
119 29.0 29 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_tall_woollyheads.tif"
120 1923.0 1923 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_taylors_checkerspot.tif"
121 8.0 8 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_torreys_willowherb.tif"
122 1835.0 1835 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_townsends_mole.tif"
123 17.0 17 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_tweedys_lewisia.tif"
124 9310.0 9310 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_vi_marmot.tif"
125 13.0 13 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_victorias_owlclover.tif"
126 67138.0 67138 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_w_tiger_salamander.tif"
127 22.0 22 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_waterplantain_buttercup.tif"
128 205025. 205025 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_western_rattlesnake.tif"
129 123.0 123 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_whip_pussytoes.tif"
130 27.0 27 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_white_meconella.tif"
131 8.51724e+06 8517243 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_whitebark_pine.tif"
132 73691.0 73691 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_williamsons_sapsucker.tif"
133 178.0 178 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_yellow_montane_violet.tif"
134 512.0 512 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ch_yellow_breasted_chat.tif"
135 938665. 938665 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\conservation_lands.tif"
136 1.84714e+08 80848368 123376172 2.31455e-06 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\grizzly_cons.tif"
137 517096. 517096 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\kba.tif"
138 1.51552e+07 11534692 123376172 0.206016 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\oge_tap.tif"
139 1.87192e+06 1871924 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\ogma.tif"
140 1.916e+08 87656980 122795356 0.180444 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\psr_terrestrial.tif"
141 3.35329e+07 33532882 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\sear.tif"
142 2.80608e+07 28060820 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\uwr.tif"
143 4.56716e+06 4567156 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Terrestrial\wha.tif"
144 3.3487e+06 3348703 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Protections\other_protections.tif"
145 1.49478e+07 14947823 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Protections\protected_areas.tif"
146 785871. 785871 123376172 0.0 "E:\Github\BC Hydro Project\Zonation\100m\Data\Protections\section11.tif"
147 4.94356e+09 94806335 123606258 0.000788691 "E:\Github\BC Hydro Project\Zonation\100m\Data\HumanFootprint\human_footprint_100m_v2.tif"
